sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Heritage Farm Museum";"Mar 17, 2026, 04:00:00";"8";"0";"0.13";"0.3";"0.54"
"Heritage Farm Museum";"Mar 17, 2026, 03:00:00";"9";"0";"0.14";"1.68";"0.38"
"Heritage Farm Museum";"Mar 17, 2026, 02:00:00";"9";"0";"0.15";"2.57";"0.36"
"Heritage Farm Museum";"Mar 17, 2026, 01:00:00";"10";"1.67";"0.16";"3.37";"0.26"
"Heritage Farm Museum";"Mar 17, 2026, 00:00:00";"10";"2.39";"0.16";"3.39";"0.32"
"Heritage Farm Museum";"Mar 16, 2026, 23:00:00";"11";"1.99";"0.15";"3.46";"0.35"
"Heritage Farm Museum";"Mar 16, 2026, 22:00:00";"12";"0.52";"0.17";"6.25";"0.24"
"Heritage Farm Museum";"Mar 16, 2026, 21:00:00";"13";"0";"0.27";"35.64";"0.68"
"Heritage Farm Museum";"Mar 16, 2026, 20:00:00";"14";"0";"0.37";"69.76";"1.64"
"Heritage Farm Museum";"Mar 16, 2026, 19:00:00";"14";"0.09";"0.38";"78.04";"2.09"
"Heritage Farm Museum";"Mar 16, 2026, 18:00:00";"15";"0.22";"0.37";"69.92";"2.06"
"Heritage Farm Museum";"Mar 16, 2026, 17:00:00";"15";"0";"0.36";"57.47";"1.03"
"Heritage Farm Museum";"Mar 16, 2026, 16:00:00";"15";"0";"0.36";"60.06";"0.82"
"Heritage Farm Museum";"Mar 16, 2026, 15:00:00";"16";"0.07";"0.39";"68.47";"1.43"
"Heritage Farm Museum";"Mar 16, 2026, 14:00:00";"16";"0";"0.37";"69.59";"2.67"
"Heritage Farm Museum";"Mar 16, 2026, 13:00:00";"16";"0.3";"0.39";"78.39";"2.96"
"Heritage Farm Museum";"Mar 16, 2026, 12:00:00";"16";"0";"0.4";"78.53";"2.97"
"Heritage Farm Museum";"Mar 16, 2026, 11:00:00";"16";"0";"0.42";"80.75";"2.99"
"Heritage Farm Museum";"Mar 16, 2026, 10:00:00";"15";"0";"0.42";"90.53";"3.11"
"Heritage Farm Museum";"Mar 16, 2026, 09:00:00";"15";"0.16";"0.4";"86.34";"2.95"
"Heritage Farm Museum";"Mar 16, 2026, 08:00:00";"15";"0.11";"0.38";"80.3";"2.31"
"Heritage Farm Museum";"Mar 16, 2026, 07:00:00";"15";"0.13";"0.37";"76.29";"3.66"
"Heritage Farm Museum";"Mar 16, 2026, 06:00:00";"15";"0.1";"0.36";"69.33";"4.38"
"Heritage Farm Museum";"Mar 16, 2026, 05:00:00";"14";"1.12";"0.36";"63.19";"3.57"
"Heritage Farm Museum";"Mar 16, 2026, 04:00:00";"14";"2.41";"0.36";"56.61";"4.14"
"Heritage Farm Museum";"Mar 16, 2026, 03:00:00";"14";"3.93";"0.36";"47.79";"3.2"
"Heritage Farm Museum";"Mar 16, 2026, 02:00:00";"14";"4.75";"0.35";"36.61";"2.15"
"Heritage Farm Museum";"Mar 16, 2026, 01:00:00";"14";"5.84";"0.34";"27.44";"3.91"
"Heritage Farm Museum";"Mar 16, 2026, 00:00:00";"13";"5.97";"0.35";"14.66";"6.77"
"Heritage Farm Museum";"Mar 15, 2026, 23:00:00";"13";"6.43";"0.36";"7.06";"5.98"
"Heritage Farm Museum";"Mar 15, 2026, 22:00:00";"12";"5.41";"0.35";"3.75";"5.43"
"Heritage Farm Museum";"Mar 15, 2026, 21:00:00";"12";"4.43";"0.34";"1.96";"5.07"
"Heritage Farm Museum";"Mar 15, 2026, 20:00:00";"11";"3.29";"0.33";"0.75";"3.99"
"Heritage Farm Museum";"Mar 15, 2026, 19:00:00";"11";"2.87";"0.33";"0.82";"3.92"
"Heritage Farm Museum";"Mar 15, 2026, 18:00:00";"10";"1.96";"0.32";"0.39";"4.02"
"Heritage Farm Museum";"Mar 15, 2026, 17:00:00";"10";"0.77";"0.32";"0";"3.36"
"Heritage Farm Museum";"Mar 15, 2026, 16:00:00";"10";"0.1";"0.33";"0.07";"2.93"
"Heritage Farm Museum";"Mar 15, 2026, 15:00:00";"10";"0.35";"0.34";"0.23";"2.81"
"Heritage Farm Museum";"Mar 15, 2026, 14:00:00";"9";"0.41";"0.32";"0";"2.42"
"Heritage Farm Museum";"Mar 15, 2026, 13:00:00";"9";"0.26";"0.3";"0";"1.91"
"Heritage Farm Museum";"Mar 15, 2026, 12:00:00";"9";"0.6";"0.29";"0";"1.78"
"Heritage Farm Museum";"Mar 15, 2026, 11:00:00";"9";"1.43";"0.27";"0";"1.88"
"Heritage Farm Museum";"Mar 15, 2026, 10:00:00";"9";"2.87";"0.27";"0";"1.9"
"Heritage Farm Museum";"Mar 15, 2026, 09:00:00";"9";"4.56";"0.25";"0";"2.11"
"Heritage Farm Museum";"Mar 15, 2026, 08:00:00";"9";"5.5";"0.25";"0";"1.87"
"Heritage Farm Museum";"Mar 15, 2026, 07:00:00";"9";"5.17";"0.26";"0";"1.64"
"Heritage Farm Museum";"Mar 15, 2026, 06:00:00";"9";"7.68";"0.26";"0";"2.07"
"Heritage Farm Museum";"Mar 15, 2026, 05:00:00";"9";"8.35";"0.27";"0";"2.23"
"Heritage Farm Museum";"Mar 15, 2026, 04:00:00";"9";"6.44";"0.27";"0";"2.21"
"Heritage Farm Museum";"Mar 15, 2026, 03:00:00";"10";"10.14";"0.35";"0.33";"3.41"
"Heritage Farm Museum";"Mar 15, 2026, 02:00:00";"8";"7.26";"0.28";"0";"2.37"
"Heritage Farm Museum";"Mar 15, 2026, 01:00:00";"9";"9.22";"0.29";"0";"2.74"
"Heritage Farm Museum";"Mar 15, 2026, 00:00:00";"8";"6.15";"0.24";"0";"2.44"
"Heritage Farm Museum";"Mar 14, 2026, 23:00:00";"8";"5.88";"0.26";"0";"3.08"
"Heritage Farm Museum";"Mar 14, 2026, 22:00:00";"7";"4.11";"0.25";"0";"2.76"
"Heritage Farm Museum";"Mar 14, 2026, 21:00:00";"7";"2.87";"0.28";"0";"2.35"
"Heritage Farm Museum";"Mar 14, 2026, 20:00:00";"7";"0.92";"0.3";"0";"1.7"
"Heritage Farm Museum";"Mar 14, 2026, 19:00:00";"7";"0";"0.33";"0";"1.37"
"Heritage Farm Museum";"Mar 14, 2026, 18:00:00";"7";"0";"0.35";"0.06";"1.55"
"Heritage Farm Museum";"Mar 14, 2026, 17:00:00";"7";"0";"0.36";"0.11";"1.4"
"Heritage Farm Museum";"Mar 14, 2026, 16:00:00";"7";"0";"0.36";"0.62";"1.92"
"Heritage Farm Museum";"Mar 14, 2026, 15:00:00";"7";"0";"0.35";"0.1";"1.93"
"Heritage Farm Museum";"Mar 14, 2026, 14:00:00";"7";"0";"0.33";"0";"1.72"
"Heritage Farm Museum";"Mar 14, 2026, 13:00:00";"7";"0";"0.33";"0";"1.87"
"Heritage Farm Museum";"Mar 14, 2026, 12:00:00";"7";"0.01";"0.31";"0";"1.76"
"Heritage Farm Museum";"Mar 14, 2026, 11:00:00";"7";"0.18";"0.27";"0";"1.97"
"Heritage Farm Museum";"Mar 14, 2026, 10:00:00";"7";"0.47";"0.27";"0";"1.87"
"Heritage Farm Museum";"Mar 14, 2026, 09:00:00";"7";"2.3";"0.26";"0";"1.68"
"Heritage Farm Museum";"Mar 14, 2026, 08:00:00";"7";"1.69";"0.24";"0";"1.47"
"Heritage Farm Museum";"Mar 14, 2026, 07:00:00";"7";"0";"0.23";"0";"1.08"
"Heritage Farm Museum";"Mar 14, 2026, 06:00:00";"7";"0";"0.25";"0";"0.95"
"Heritage Farm Museum";"Mar 14, 2026, 05:00:00";"7";"0.45";"0.25";"0";"1.08"
"Heritage Farm Museum";"Mar 14, 2026, 04:00:00";"7";"1.49";"0.26";"0";"1.53"
"Heritage Farm Museum";"Mar 14, 2026, 03:00:00";"7";"2.05";"0.27";"0";"1.5"
"Heritage Farm Museum";"Mar 14, 2026, 02:00:00";"7";"2.22";"0.29";"0";"1.39"
"Heritage Farm Museum";"Mar 14, 2026, 01:00:00";"7";"4.53";"0.3";"0";"1.49"
"Heritage Farm Museum";"Mar 14, 2026, 00:00:00";"7";"4.19";"0.31";"0";"1.6"
"Heritage Farm Museum";"Mar 13, 2026, 23:00:00";"7";"2.83";"0.3";"0";"1.64"
"Heritage Farm Museum";"Mar 13, 2026, 22:00:00";"8";"2.92";"0.31";"0";"1.6"
"Heritage Farm Museum";"Mar 13, 2026, 21:00:00";"8";"2.98";"0.32";"0";"1.41"
"Heritage Farm Museum";"Mar 13, 2026, 20:00:00";"8";"0.16";"0.31";"0";"1.22"
"Heritage Farm Museum";"Mar 13, 2026, 19:00:00";"8";"0.04";"0.32";"0.15";"1.16"
"Heritage Farm Museum";"Mar 13, 2026, 18:00:00";"8";"0";"0.31";"0.34";"1.19"
"Heritage Farm Museum";"Mar 13, 2026, 17:00:00";"8";"0";"0.31";"0.49";"1.16"
"Heritage Farm Museum";"Mar 13, 2026, 16:00:00";"8";"0";"0.29";"0.09";"1.87"
"Heritage Farm Museum";"Mar 13, 2026, 15:00:00";"8";"0";"0.26";"0";"1.38"
"Heritage Farm Museum";"Mar 13, 2026, 14:00:00";"8";"0";"0.28";"0.83";"1.68"
"Heritage Farm Museum";"Mar 13, 2026, 13:00:00";"10";"0";"0.26";"0.26";"1.66"
"Heritage Farm Museum";"Mar 13, 2026, 12:00:00";"10";"0";"0.26";"1.15";"1.62"
"Heritage Farm Museum";"Mar 13, 2026, 11:00:00";"10";"0.19";"0.26";"1.65";"1.96"
"Heritage Farm Museum";"Mar 13, 2026, 10:00:00";"10";"2.27";"0.25";"1.59";"1.88"
"Heritage Farm Museum";"Mar 13, 2026, 09:00:00";"10";"7.64";"0.26";"1.57";"2.01"
"Heritage Farm Museum";"Mar 13, 2026, 08:00:00";"12";"12.35";"0.25";"1.03";"1.61"
"Heritage Farm Museum";"Mar 13, 2026, 07:00:00";"14";"14.28";"0.27";"1.35";"1.71"
"Heritage Farm Museum";"Mar 13, 2026, 06:00:00";"11";"10.87";"0.21";"0.81";"1.81"
"Heritage Farm Museum";"Mar 13, 2026, 05:00:00";"14";"13.75";"0.24";"1.1";"2.24"
"Heritage Farm Museum";"Mar 13, 2026, 04:00:00";"10";"9.5";"0.19";"0.18";"2.36"
"Heritage Farm Museum";"Mar 13, 2026, 03:00:00";"9";"4.09";"0.14";"0";"1.74"
"Heritage Farm Museum";"Mar 13, 2026, 02:00:00";"10";"3.88";"0.15";"0";"1.71"
"Heritage Farm Museum";"Mar 13, 2026, 01:00:00";"10";"6.27";"0.17";"0";"2.04"
"Heritage Farm Museum";"Mar 13, 2026, 00:00:00";"10";"2.53";"0.15";"0";"1.43"
"Heritage Farm Museum";"Mar 12, 2026, 23:00:00";"11";"1.84";"0.17";"0";"1.99"
"Heritage Farm Museum";"Mar 12, 2026, 22:00:00";"12";"0.5";"0.17";"0";"1.94"
"Heritage Farm Museum";"Mar 12, 2026, 21:00:00";"13";"0";"0.18";"0";"1.59"
"Heritage Farm Museum";"Mar 12, 2026, 20:00:00";"14";"0";"0.18";"0";"1.49"
"Heritage Farm Museum";"Mar 12, 2026, 19:00:00";"16";"0";"0.21";"0.89";"1.19"
"Heritage Farm Museum";"Mar 12, 2026, 18:00:00";"16";"0";"0.24";"3.69";"1.33"
"Heritage Farm Museum";"Mar 12, 2026, 17:00:00";"17";"1.51";"0.24";"5.83";"1.42"
"Heritage Farm Museum";"Mar 12, 2026, 16:00:00";"18";"1.33";"0.19";"4.89";"1.34"
"Heritage Farm Museum";"Mar 12, 2026, 15:00:00";"18";"3.46";"0.19";"5.19";"6.01"
"Heritage Farm Museum";"Mar 12, 2026, 14:00:00";"19";"2.73";"0.18";"4.27";"7.86"
"Heritage Farm Museum";"Mar 12, 2026, 13:00:00";"19";"2.4";"0.16";"3.27";"5.15"
"Heritage Farm Museum";"Mar 12, 2026, 12:00:00";"19";"1.64";"0.16";"2.61";"3.72"
"Heritage Farm Museum";"Mar 12, 2026, 11:00:00";"20";"0.8";"0.18";"3.17";"1.53"
"Heritage Farm Museum";"Mar 12, 2026, 10:00:00";"21";"0.29";"0.22";"4.87";"0.44"
"Heritage Farm Museum";"Mar 12, 2026, 09:00:00";"22";"0";"0.24";"5.47";"0.25"
"Heritage Farm Museum";"Mar 12, 2026, 08:00:00";"23";"0";"0.27";"7.54";"0.34"
"Heritage Farm Museum";"Mar 12, 2026, 07:00:00";"24";"0";"0.32";"10.63";"0.21"
"Heritage Farm Museum";"Mar 12, 2026, 06:00:00";"25";"0.62";"0.39";"20.78";"0.31"
"Heritage Farm Museum";"Mar 12, 2026, 05:00:00";"26";"1.91";"0.42";"19.31";"2.51"
"Heritage Farm Museum";"Mar 12, 2026, 04:00:00";"26";"0";"0.43";"23.56";"3.29"
"Heritage Farm Museum";"Mar 12, 2026, 03:00:00";"27";"0";"0.41";"24.99";"3.54"
"Heritage Farm Museum";"Mar 12, 2026, 02:00:00";"27";"1.3";"0.41";"15.54";"3.96"
"Heritage Farm Museum";"Mar 12, 2026, 01:00:00";"27";"0";"0.42";"16.49";"4.28"
"Heritage Farm Museum";"Mar 12, 2026, 00:00:00";"28";"0";"0.46";"26.46";"5.08"
"Heritage Farm Museum";"Mar 11, 2026, 23:00:00";"28";"0.94";"0.51";"56.66";"4.8"
"Heritage Farm Museum";"Mar 11, 2026, 22:00:00";"28";"0.09";"0.48";"65.08";"9.63"
"Heritage Farm Museum";"Mar 11, 2026, 21:00:00";"28";"0.02";"0.48";"56.02";"9.7"
"Heritage Farm Museum";"Mar 11, 2026, 20:00:00";"26";"0.02";"0.48";"39.32";"9.05"
"Heritage Farm Museum";"Mar 11, 2026, 19:00:00";"25";"0";"0.48";"14.14";"5.05"
"Heritage Farm Museum";"Mar 11, 2026, 18:00:00";"25";"0";"0.47";"15.52";"5.16"
"Heritage Farm Museum";"Mar 11, 2026, 17:00:00";"25";"0";"0.45";"18.23";"5.14"
"Heritage Farm Museum";"Mar 11, 2026, 16:00:00";"24";"0";"0.49";"22.76";"6.14"
"Heritage Farm Museum";"Mar 11, 2026, 15:00:00";"24";"0";"0.5";"25.08";"6.97"
"Heritage Farm Museum";"Mar 11, 2026, 14:00:00";"24";"0";"0.53";"29";"8.39"
"Heritage Farm Museum";"Mar 11, 2026, 13:00:00";"23";"0";"0.52";"29.79";"8.24"
"Heritage Farm Museum";"Mar 11, 2026, 12:00:00";"22";"1.89";"0.52";"33.11";"8.18"
"Heritage Farm Museum";"Mar 11, 2026, 11:00:00";"21";"6.37";"0.54";"37.04";"8.37"
"Heritage Farm Museum";"Mar 11, 2026, 10:00:00";"21";"14.49";"0.56";"33.88";"7.25"
"Heritage Farm Museum";"Mar 11, 2026, 09:00:00";"20";"8.92";"0.49";"25.8";"5.24"
"Heritage Farm Museum";"Mar 11, 2026, 08:00:00";"20";"4.01";"0.42";"21.23";"5"
"Heritage Farm Museum";"Mar 11, 2026, 07:00:00";"20";"0.82";"0.42";"20.13";"4.51"
"Heritage Farm Museum";"Mar 11, 2026, 06:00:00";"20";"0";"0.43";"19.88";"4.75"
"Heritage Farm Museum";"Mar 11, 2026, 05:00:00";"20";"0.05";"0.43";"18.72";"5.25"
"Heritage Farm Museum";"Mar 11, 2026, 04:00:00";"20";"0";"0.44";"18.28";"6.18"
"Heritage Farm Museum";"Mar 11, 2026, 03:00:00";"19";"0";"0.46";"16.13";"6.42"
"Heritage Farm Museum";"Mar 11, 2026, 02:00:00";"18";"0.11";"0.47";"15.34";"5.48"
"Heritage Farm Museum";"Mar 11, 2026, 01:00:00";"18";"0";"0.47";"14.9";"6.36"
"Heritage Farm Museum";"Mar 11, 2026, 00:00:00";"17";"0";"0.5";"12.45";"6.37"
"Heritage Farm Museum";"Mar 10, 2026, 23:00:00";"17";"0";"0.53";"12.43";"7.56"
"Heritage Farm Museum";"Mar 10, 2026, 22:00:00";"16";"0.27";"0.52";"13";"5.09"
"Heritage Farm Museum";"Mar 10, 2026, 21:00:00";"15";"1.31";"0.51";"8.41";"3.62"
"Heritage Farm Museum";"Mar 10, 2026, 20:00:00";"15";"1.46";"0.49";"1.46";"3.09"
"Heritage Farm Museum";"Mar 10, 2026, 19:00:00";"15";"0";"0.45";"1.9";"3.17"
"Heritage Farm Museum";"Mar 10, 2026, 18:00:00";"15";"0";"0.42";"1.84";"2.97"
"Heritage Farm Museum";"Mar 10, 2026, 17:00:00";"14";"0";"0.41";"3.86";"3.1"
"Heritage Farm Museum";"Mar 10, 2026, 16:00:00";"14";"0";"0.42";"7.25";"5"
"Heritage Farm Museum";"Mar 10, 2026, 15:00:00";"13";"0";"0.41";"10.73";"3.86"
"Heritage Farm Museum";"Mar 10, 2026, 14:00:00";"13";"0";"0.42";"15.15";"3.93"
"Heritage Farm Museum";"Mar 10, 2026, 13:00:00";"13";"0";"0.46";"16.11";"3.27"
"Heritage Farm Museum";"Mar 10, 2026, 12:00:00";"12";"1.69";"0.6";"21.51";"3.33"
"Heritage Farm Museum";"Mar 10, 2026, 11:00:00";"16";"15.86";"0.71";"31.4";"5.5"
"Heritage Farm Museum";"Mar 10, 2026, 10:00:00";"19";"19.42";"0.83";"29.71";"5.1"
"Heritage Farm Museum";"Mar 10, 2026, 09:00:00";"12";"9.95";"0.69";"21.5";"4.12"
"Heritage Farm Museum";"Mar 10, 2026, 08:00:00";"12";"9.23";"0.57";"17.61";"4.1"
"Heritage Farm Museum";"Mar 10, 2026, 07:00:00";"12";"4.88";"0.29";"11.96";"4.58"
"Heritage Farm Museum";"Mar 10, 2026, 06:00:00";"12";"5.63";"0.31";"12.57";"3.73"
"Heritage Farm Museum";"Mar 10, 2026, 05:00:00";"12";"2.65";"0.27";"10.33";"3.66"
"Heritage Farm Museum";"Mar 10, 2026, 04:00:00";"12";"3.96";"0.32";"10.38";"3.21"
"Heritage Farm Museum";"Mar 10, 2026, 03:00:00";"12";"4.28";"0.34";"10.35";"3.38"
"Heritage Farm Museum";"Mar 10, 2026, 02:00:00";"12";"4.08";"0.35";"10.21";"2.79"
"Heritage Farm Museum";"Mar 10, 2026, 01:00:00";"12";"2.64";"0.38";"10.43";"2.29"
"Heritage Farm Museum";"Mar 10, 2026, 00:00:00";"12";"1.35";"0.39";"9.52";"2.36"
"Heritage Farm Museum";"Mar 9, 2026, 23:00:00";"12";"0.14";"0.41";"10.28";"2.3"
"Heritage Farm Museum";"Mar 9, 2026, 22:00:00";"12";"2.14";"0.44";"10.06";"2.51"
"Heritage Farm Museum";"Mar 9, 2026, 21:00:00";"12";"3.33";"0.44";"11.67";"2.31"
"Heritage Farm Museum";"Mar 9, 2026, 20:00:00";"12";"0.25";"0.43";"9.29";"1.76"
"Heritage Farm Museum";"Mar 9, 2026, 19:00:00";"12";"0";"0.41";"1.68";"1.51"
"Heritage Farm Museum";"Mar 9, 2026, 18:00:00";"12";"0";"0.41";"1.61";"1.44"
"Heritage Farm Museum";"Mar 9, 2026, 17:00:00";"12";"0";"0.41";"2.61";"1.59"
"Heritage Farm Museum";"Mar 9, 2026, 16:00:00";"12";"0";"0.4";"4.49";"1.52"
"Heritage Farm Museum";"Mar 9, 2026, 15:00:00";"12";"0";"0.41";"6.89";"1.81"
"Heritage Farm Museum";"Mar 9, 2026, 14:00:00";"12";"0";"0.41";"7.39";"1.87"
"Heritage Farm Museum";"Mar 9, 2026, 13:00:00";"12";"0";"0.45";"12.93";"1.69"
"Heritage Farm Museum";"Mar 9, 2026, 12:00:00";"12";"0.15";"0.51";"22.95";"1.96"
"Heritage Farm Museum";"Mar 9, 2026, 11:00:00";"12";"12.44";"0.64";"30.18";"6.35"
"Heritage Farm Museum";"Mar 9, 2026, 10:00:00";"18";"18.3";"0.57";"26.38";"4.07"
"Heritage Farm Museum";"Mar 9, 2026, 09:00:00";"15";"14.93";"0.41";"15.61";"2.97"
"Heritage Farm Museum";"Mar 9, 2026, 08:00:00";"11";"8.02";"0.28";"10.46";"4.3"
"Heritage Farm Museum";"Mar 9, 2026, 07:00:00";"12";"9.09";"0.29";"10.56";"4.11"
"Heritage Farm Museum";"Mar 9, 2026, 06:00:00";"12";"5.65";"0.28";"9.77";"4.08"
"Heritage Farm Museum";"Mar 9, 2026, 05:00:00";"12";"2.14";"0.24";"8.95";"3.25"
"Heritage Farm Museum";"Mar 9, 2026, 04:00:00";"13";"2.42";"0.29";"10.49";"3.46"
"Heritage Farm Museum";"Mar 9, 2026, 03:00:00";"13";"2.34";"0.27";"10.1";"2.95"
"Heritage Farm Museum";"Mar 9, 2026, 02:00:00";"13";"0.66";"0.24";"8.36";"2.64"
"Heritage Farm Museum";"Mar 9, 2026, 01:00:00";"14";"1.94";"0.27";"8.69";"2.72"
"Heritage Farm Museum";"Mar 9, 2026, 00:00:00";"16";"2.49";"0.3";"10.63";"2.56"
"Heritage Farm Museum";"Mar 8, 2026, 23:00:00";"17";"2.59";"0.34";"11.94";"2.49"
"Heritage Farm Museum";"Mar 8, 2026, 22:00:00";"18";"2.14";"0.37";"13.43";"2.85"
"Heritage Farm Museum";"Mar 8, 2026, 21:00:00";"19";"2.57";"0.42";"16.6";"2.71"
"Heritage Farm Museum";"Mar 8, 2026, 20:00:00";"20";"0";"0.39";"17.35";"2.02"
"Heritage Farm Museum";"Mar 8, 2026, 19:00:00";"21";"0";"0.38";"14.67";"1.94"
"Heritage Farm Museum";"Mar 8, 2026, 18:00:00";"22";"0";"0.37";"12.83";"1.48"
"Heritage Farm Museum";"Mar 8, 2026, 17:00:00";"23";"0";"0.37";"17.88";"1.56"
"Heritage Farm Museum";"Mar 8, 2026, 16:00:00";"24";"0";"0.39";"25.6";"1.19"
"Heritage Farm Museum";"Mar 8, 2026, 15:00:00";"26";"0";"0.38";"29.09";"1.03"
"Heritage Farm Museum";"Mar 8, 2026, 14:00:00";"27";"0";"0.38";"36.07";"1.07"
"Heritage Farm Museum";"Mar 8, 2026, 13:00:00";"28";"0";"0.41";"48.81";"2.03"
"Heritage Farm Museum";"Mar 8, 2026, 12:00:00";"29";"0";"0.41";"57.99";"2.09"
"Heritage Farm Museum";"Mar 8, 2026, 11:00:00";"29";"0";"0.44";"69.91";"2.89"
"Heritage Farm Museum";"Mar 8, 2026, 10:00:00";"30";"0";"0.38";"73.16";"2.53"
"Heritage Farm Museum";"Mar 8, 2026, 09:00:00";"30";"0";"0.36";"76.14";"4.52"
"Heritage Farm Museum";"Mar 8, 2026, 08:00:00";"31";"0";"0.37";"76.79";"5.5"
"Heritage Farm Museum";"Mar 8, 2026, 07:00:00";"32";"0";"0.35";"76.81";"5.98"
"Heritage Farm Museum";"Mar 8, 2026, 06:00:00";"32";"0";"0.37";"84.46";"5.62"
"Heritage Farm Museum";"Mar 8, 2026, 05:00:00";"33";"0";"0.38";"86.48";"5.36"
"Heritage Farm Museum";"Mar 8, 2026, 04:00:00";"34";"0";"0.4";"89.28";"5.61"
"Heritage Farm Museum";"Mar 8, 2026, 03:00:00";"36";"0.52";"0.43";"94.68";"2.9"
"Heritage Farm Museum";"Mar 8, 2026, 01:00:00";"38";"1.68";"0.4";"68.09";"9.72"
"Heritage Farm Museum";"Mar 8, 2026, 00:00:00";"38";"0.06";"0.39";"55.47";"14.89"
"Heritage Farm Museum";"Mar 7, 2026, 23:00:00";"38";"0.04";"0.4";"53.88";"8.49"
"Heritage Farm Museum";"Mar 7, 2026, 22:00:00";"40";"0";"0.44";"67.54";"7.63"
"Heritage Farm Museum";"Mar 7, 2026, 21:00:00";"42";"0.21";"0.42";"59.4";"6.09"
"Heritage Farm Museum";"Mar 7, 2026, 20:00:00";"45";"0";"0.42";"53.25";"8.09"
"Heritage Farm Museum";"Mar 7, 2026, 19:00:00";"47";"0";"0.42";"51.34";"8.29"
"Heritage Farm Museum";"Mar 7, 2026, 18:00:00";"49";"0";"0.45";"57.24";"8.15"
"Heritage Farm Museum";"Mar 7, 2026, 17:00:00";"51";"0";"0.45";"49.58";"7.95"
"Heritage Farm Museum";"Mar 7, 2026, 16:00:00";"52";"0";"0.4";"37.45";"9.4"
"Heritage Farm Museum";"Mar 7, 2026, 15:00:00";"53";"0";"0.38";"34.39";"9.78"
"Heritage Farm Museum";"Mar 7, 2026, 14:00:00";"54";"0";"0.35";"31.47";"9.5"
"Heritage Farm Museum";"Mar 7, 2026, 13:00:00";"54";"0";"0.32";"28.98";"7.97"
"Heritage Farm Museum";"Mar 7, 2026, 12:00:00";"55";"0.02";"0.29";"26.67";"5.32"
"Heritage Farm Museum";"Mar 7, 2026, 11:00:00";"56";"0.45";"0.28";"24.28";"4.11"
"Heritage Farm Museum";"Mar 7, 2026, 10:00:00";"57";"1.61";"0.26";"22.42";"4.36"
"Heritage Farm Museum";"Mar 7, 2026, 09:00:00";"58";"1.29";"0.22";"19.4";"6.5"
"Heritage Farm Museum";"Mar 7, 2026, 08:00:00";"59";"1.58";"0.2";"17.98";"8.47"
"Heritage Farm Museum";"Mar 7, 2026, 07:00:00";"60";"1.28";"0.19";"17.4";"8.96"
"Heritage Farm Museum";"Mar 7, 2026, 06:00:00";"60";"0.77";"0.19";"16.9";"9.2"
"Heritage Farm Museum";"Mar 7, 2026, 05:00:00";"61";"0.84";"0.19";"16.41";"8.14"
"Heritage Farm Museum";"Mar 7, 2026, 04:00:00";"62";"1.68";"0.2";"17.23";"13.33"
"Heritage Farm Museum";"Mar 7, 2026, 03:00:00";"3";"1.82";"0.2";"17.06";"17.41"
"Heritage Farm Museum";"Mar 7, 2026, 02:00:00";"4";"1.15";"0.22";"17";"13.32"
"Heritage Farm Museum";"Mar 7, 2026, 01:00:00";"4";"0.47";"0.24";"17.6";"12.57"
"Heritage Farm Museum";"Mar 7, 2026, 00:00:00";"4";"0.98";"0.26";"19.17";"14.31"
"Heritage Farm Museum";"Mar 6, 2026, 23:00:00";"4";"1.03";"0.26";"20.36";"19.39"
"Heritage Farm Museum";"Mar 6, 2026, 22:00:00";"4";"0.62";"0.26";"20.7";"20.32"
"Heritage Farm Museum";"Mar 6, 2026, 21:00:00";"4";"0.9";"0.26";"21.4";"19.68"
"Heritage Farm Museum";"Mar 6, 2026, 20:00:00";"4";"1.49";"0.28";"21.26";"19.45"
"Heritage Farm Museum";"Mar 6, 2026, 19:00:00";"5";"2.04";"0.31";"22.13";"20.18"
"Heritage Farm Museum";"Mar 6, 2026, 18:00:00";"5";"2.2";"0.33";"23.73";"18.5"
"Heritage Farm Museum";"Mar 6, 2026, 17:00:00";"5";"2.52";"0.35";"25.36";"22.14"
"Heritage Farm Museum";"Mar 6, 2026, 16:00:00";"5";"1.38";"0.36";"27.91";"20.78"
"Heritage Farm Museum";"Mar 6, 2026, 15:00:00";"5";"1.13";"0.37";"29.06";"18.13"
"Heritage Farm Museum";"Mar 6, 2026, 14:00:00";"5";"1.28";"0.38";"30.48";"18.81"
"Heritage Farm Museum";"Mar 6, 2026, 13:00:00";"5";"1.52";"0.38";"30.33";"18.28"
"Heritage Farm Museum";"Mar 6, 2026, 12:00:00";"5";"1.73";"0.38";"30.52";"14.36"
"Heritage Farm Museum";"Mar 6, 2026, 11:00:00";"5";"2.99";"0.39";"30.6";"14.4"
"Heritage Farm Museum";"Mar 6, 2026, 10:00:00";"5";"2.92";"0.37";"31.25";"0"
"Heritage Farm Museum";"Mar 6, 2026, 09:00:00";"5";"4.3";"0.37";"31.46";"0"
"Heritage Farm Museum";"Mar 6, 2026, 08:00:00";"7";"6.42";"0.37";"32.71";"0"
"Heritage Farm Museum";"Mar 6, 2026, 07:00:00";"7";"6.82";"0.36";"34.05";"0"
"Heritage Farm Museum";"Mar 6, 2026, 06:00:00";"5";"3.78";"0.35";"35.02";"0"
"Heritage Farm Museum";"Mar 6, 2026, 05:00:00";"5";"3.91";"0.36";"36.12";"0"
